"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-44","25-44 anni","99","totale","2018","2018",11,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-44","25-44 anni","99","totale","2019","2019",12.7,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-44","25-44 anni","99","totale","2020","2020",14.2,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2010","2010",195,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2011","2011",193,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2012","2012",200,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2013","2013",187,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2014","2014",199,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2015","2015",222,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2016","2016",212,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2017","2017",173,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2018","2018",255,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2019","2019",226,,
"14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","1","maschi","Y25-44","25-44 anni","11","laurea e post-laurea","2020","2020",266,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2010","2010",37.8,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2011","2011",36.9,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2012","2012",37.7,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2013","2013",39.2,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2014","2014",40.6,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2015","2015",37.6,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2016","2016",39.7,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2017","2017",40.6,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2018","2018",41.6,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2019","2019",41.6,,
"14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE65","65 anni e più","99","totale","2020","2020",44.9,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2010","2010",13466,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2011","2011",13620,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2012","2012",13253,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2013","2013",13499,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2014","2014",12398,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2015","2015",13499,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2016","2016",12433,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2017","2017",12481,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2018","2018",11838,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2019","2019",10891,,
"14_WALLET_STRANGNAL","per niente","THV","valori in migliaia","2","femmine","Y_GE14","14 anni e più","99","totale","2020","2020",9962,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2010","2010",2.1,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2011","2011",1.8,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2012","2012",2.1,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2013","2013",1.6,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2014","2014",2.4,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2015","2015",1.9,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2016","2016",2.2,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2017","2017",1.9,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2018","2018",2.5,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2019","2019",2.7,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE14","14 anni e più","4","licenza di scuola media","2020","2020",3.1,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2010","2010",516,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2011","2011",449,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2012","2012",471,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2013","2013",471,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2014","2014",447,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2015","2015",488,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2016","2016",388,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2017","2017",495,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2018","2018",503,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2019","2019",455,,
"14_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","Y_GE14","14 anni e più","7","diploma","2020","2020",352,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2010","2010",83.9,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2011","2011",84.8,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2012","2012",86.5,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2013","2013",83.8,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2014","2014",82.3,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2015","2015",87.1,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2016","2016",86.7,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2017","2017",87.2,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2018","2018",87.3,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2019","2019",83.1,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE65","65 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2020","2020",83.8,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2010","2010",1092,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2011","2011",1141,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2012","2012",1027,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2013","2013",1098,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2014","2014",1241,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2015","2015",1029,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2016","2016",1006,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2017","2017",1014,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2018","2018",1039,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2019","2019",1292,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2020","2020",1261,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2010","2010",203,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2011","2011",210,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2012","2012",224,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2013","2013",250,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2014","2014",302,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2015","2015",261,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2016","2016",279,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2017","2017",240,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2018","2018",371,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2019","2019",408,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE65","65 anni e più","7","diploma","2020","2020",359,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2010","2010",8.9,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2011","2011",8.8,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2012","2012",10.2,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2013","2013",8.6,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2014","2014",10.1,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2015","2015",9.2,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2016","2016",10.2,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2017","2017",9.4,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2018","2018",11,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2019","2019",12.1,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2020","2020",13.3,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2010","2010",6047,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2011","2011",6224,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2012","2012",6456,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2013","2013",6624,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2014","2014",6826,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2015","2015",6826,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2016","2016",7046,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2017","2017",7168,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2018","2018",7720,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2019","2019",7902,,
"14_WALLET_STRANGNM","poco","THV","valori in migliaia","9","totale","Y45-64","45-64 anni","99","totale","2020","2020",8377,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2010","2010",2.3,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2011","2011",1.6,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2012","2012",2.5,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2013","2013",2.1,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2014","2014",2.3,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2015","2015",2.5,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2016","2016",2.4,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2017","2017",2.5,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2018","2018",2.4,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2019","2019",2.6,,
"14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","7","diploma","2020","2020",2.6,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2010","2010",33.9,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2011","2011",33,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2012","2012",37.5,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2013","2013",37.5,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2014","2014",32.2,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2015","2015",34.4,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2016","2016",32.4,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2017","2017",31,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2018","2018",29.2,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2019","2019",25.6,,
"14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y45-64","45-64 anni","11","laurea e post-laurea","2020","2020",24.3,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2010","2010",19.5,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2011","2011",18.6,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2012","2012",17.1,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2013","2013",18.1,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2014","2014",19.3,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2015","2015",16.3,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2016","2016",15.4,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2017","2017",15.2,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2018","2018",15.4,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2019","2019",19.6,,
"14_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-64","45-64 anni","4","licenza di scuola media","2020","2020",18.4,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2010","2010",76.2,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2011","2011",76.9,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2012","2012",76.9,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2013","2013",77.6,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2014","2014",74,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2015","2015",78.3,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2016","2016",76.8,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2017","2017",77.5,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2018","2018",77.5,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2019","2019",73.9,,
"14_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-44","25-44 anni","99","totale","2020","2020",74.7,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2010","2010",1764,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2011","2011",1663,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2012","2012",1658,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2013","2013",1625,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2014","2014",1941,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2015","2015",1479,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2016","2016",1566,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2017","2017",1531,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2018","2018",1492,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2019","2019",1757,,
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","2","femmine","Y25-44","25-44 anni","99","totale","2020","2020",1647,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2010","2010",6.3,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2011","2011",6.4,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2012","2012",7.6,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2013","2013",6.7,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2014","2014",8.2,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2015","2015",6.6,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2016","2016",7.2,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2017","2017",7.8,,
"14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y_GE14","14 anni e più","3","licenza di scuola elementare, nessun titolo di studio","2018","2018",8,,
