"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","CONDIZIONE_DICH","Condizione e posizione nella professione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"15_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2018","2018",992,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2019","2019",889,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2020","2020",939,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2010","2010",71.6,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2011","2011",74.7,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2012","2012",75.3,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2013","2013",74.8,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2014","2014",71.8,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2015","2015",76,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2016","2016",75.3,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2017","2017",75.3,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2018","2018",73.9,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2019","2019",72,,
"15_NOTRUST","bisogna stare molto attenti","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1","occupato","2020","2020",71.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2010","2010",37.2,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2011","2011",38,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2012","2012",38,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2013","2013",36.9,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2014","2014",39.1,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2015","2015",39,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2016","2016",38.9,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2017","2017",37.7,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2018","2018",34.9,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2019","2019",35.7,,
"15_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2020","2020",35.9,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2010","2010",285,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2011","2011",291,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2012","2012",270,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2013","2013",264,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2014","2014",266,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2015","2015",288,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2016","2016",279,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2017","2017",286,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2018","2018",263,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2019","2019",268,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2020","2020",220,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2010","2010",73,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2011","2011",72,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2012","2012",72,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2013","2013",78,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2014","2014",52,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2015","2015",56,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2016","2016",77,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2017","2017",50,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2018","2018",73,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2019","2019",79,,
"15_WALLET_POLICNAL","per niente","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2020","2020",53,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2010","2010",79,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2011","2011",84,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2012","2012",78,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2013","2013",83,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2014","2014",65,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2015","2015",79,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2016","2016",62,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2017","2017",78,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2018","2018",84,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2019","2019",73,,
"15_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2020","2020",38,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2010","2010",56,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2011","2011",69,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2012","2012",80,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2013","2013",69,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2014","2014",67,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2015","2015",77,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2016","2016",73,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2017","2017",72,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2018","2018",97,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2019","2019",73,,
"15_WALLET_STRANGV","molto","THV","valori in migliaia","9","totale","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2020","2020",92,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2010","2010",33.4,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2011","2011",31.7,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2012","2012",34.5,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2013","2013",33.8,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2014","2014",34.6,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2015","2015",32.7,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2016","2016",33.5,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2017","2017",34.3,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2018","2018",38.9,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2019","2019",39.2,,
"15_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1","occupato","2020","2020",40.1,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2010","2010",19,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2011","2011",18.5,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2012","2012",19.6,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2013","2013",18.4,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2014","2014",21.2,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2015","2015",17.4,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2016","2016",18.8,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2017","2017",18.4,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2018","2018",18,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2019","2019",21.1,,
"15_YESTRUST","gran parte della gente è degna di fiducia","HSC","per 100 persone con le stesse caratteristiche","1","maschi","1C","operaio, apprendista","2020","2020",18.6,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2010","2010",374,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2011","2011",392,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2012","2012",345,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2013","2013",430,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2014","2014",394,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2015","2015",391,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2016","2016",399,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2017","2017",380,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2018","2018",337,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2019","2019",366,,
"15_WALLET_NEIGHBNM","poco","THV","valori in migliaia","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2020","2020",334,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2010","2010",45,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2011","2011",41,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2012","2012",47,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2013","2013",38,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2014","2014",38,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2015","2015",54,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2016","2016",26,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2017","2017",33,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2018","2018",38,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2019","2019",42,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2020","2020",27,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2010","2010",669,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2011","2011",671,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2012","2012",618,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2013","2013",712,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2014","2014",540,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2015","2015",646,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2016","2016",622,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2017","2017",670,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2018","2018",632,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2019","2019",653,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2","femmine","1","occupato","2020","2020",504,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2010","2010",4,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2011","2011",3.5,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2012","2012",3.7,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2013","2013",3.5,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2014","2014",2.4,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2015","2015",3.4,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2016","2016",3.1,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2017","2017",2.8,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2018","2018",3.2,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2019","2019",3.1,,
"15_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","9","totale","1B","direttivo, quadro, impiegato","2020","2020",1.9,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2010","2010",476,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2011","2011",508,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2012","2012",466,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2013","2013",463,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2014","2014",474,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2015","2015",513,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2016","2016",459,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2017","2017",480,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2018","2018",451,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2019","2019",336,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2","femmine","1D","lavoratore in proprio, coadiuvante familiare, co.co.co.","2020","2020",297,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2010","2010",37.2,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2011","2011",41,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2012","2012",40.5,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2013","2013",38.4,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2014","2014",39.5,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2015","2015",42.4,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2016","2016",39.1,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2017","2017",37.8,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2018","2018",37,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2019","2019",36.1,,
"15_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1B","direttivo, quadro, impiegato","2020","2020",32.5,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2010","2010",979,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2011","2011",977,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2012","2012",1002,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2013","2013",940,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2014","2014",1019,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2015","2015",1028,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2016","2016",1141,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2017","2017",1180,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2018","2018",1216,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2019","2019",1382,,
"15_WALLET_POLICV","molto","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2020","2020",1352,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2010","2010",772,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2011","2011",860,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2012","2012",729,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2013","2013",822,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2014","2014",598,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2015","2015",729,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2016","2016",682,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2017","2017",849,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2018","2018",761,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2019","2019",725,,
"15_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","1C","operaio, apprendista","2020","2020",755,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2010","2010",14,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2011","2011",14.5,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2012","2012",13,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2013","2013",15.6,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2014","2014",15,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2015","2015",14.3,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2016","2016",15.4,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2017","2017",14.4,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2018","2018",12.4,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2019","2019",12.7,,
"15_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","1A","dirigenti, imprenditori, liberi professionisti","2020","2020",11.4,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2010","2010",714,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2011","2011",699,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2012","2012",715,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2013","2013",813,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2014","2014",716,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2015","2015",729,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2016","2016",660,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2017","2017",689,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2018","2018",607,,
"15_WALLET_POLICQ","abbastanza","THV","valori in migliaia","1","maschi","1A","dirigenti, imprenditori, liberi professionisti","2019","2019",634,,
