"ITTER107","Territorio","TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","2014","2014",44.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","2015","2015",44.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","2016","2016",44.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","2017","2017",50,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","2018","2018",49.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","2019","2019",43.1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","14_WALLET_STRANGNM","poco","HSC","per 100 persone con le stesse caratteristiche","2020","2020",52.8,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2010","2010",251,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2011","2011",255,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2012","2012",247,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2013","2013",255,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2014","2014",225,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2015","2015",255,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2016","2016",262,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2017","2017",267,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2018","2018",278,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2019","2019",283,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICV","molto","THV","valori in migliaia","2020","2020",301,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2010","2010",12,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2011","2011",10,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2012","2012",8,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2013","2013",14,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2014","2014",11,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2015","2015",12,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2016","2016",8,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2017","2017",12,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2018","2018",6,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2019","2019",16,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2020","2020",10,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2010","2010",77,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2011","2011",78,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2012","2012",83,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2013","2013",79,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2014","2014",87,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2015","2015",84,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2016","2016",82,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2017","2017",97,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2018","2018",102,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2019","2019",117,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGQ","abbastanza","THV","valori in migliaia","2020","2020",122,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2010","2010",7.2,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2011","2011",5.7,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2012","2012",5.5,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2013","2013",7.6,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2014","2014",6,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2015","2015",7,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2016","2016",5.7,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2017","2017",7.4,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2018","2018",8.8,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2019","2019",5.4,,
"ITD2","Provincia Autonoma Trento","14_WALLET_POLICNM","poco","HSC","per 100 persone con le stesse caratteristiche","2020","2020",5.2,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2010","2010",2.3,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2011","2011",3.1,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2012","2012",4.2,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2013","2013",2.8,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2014","2014",3.5,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2015","2015",2.8,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2016","2016",3.2,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2017","2017",2.7,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2018","2018",2.7,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2019","2019",4.1,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGV","molto","HSC","per 100 persone con le stesse caratteristiche","2020","2020",2.9,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2010","2010",30.1,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2011","2011",30.9,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2012","2012",27,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2013","2013",26.1,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2014","2014",29.3,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2015","2015",28.8,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2016","2016",28.2,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2017","2017",25.1,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2018","2018",26.5,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2019","2019",22.1,,
"ITD2","Provincia Autonoma Trento","14_WALLET_STRANGNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2020","2020",19.4,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2010","2010",312,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2011","2011",415,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2012","2012",343,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2013","2013",323,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2014","2014",351,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2015","2015",324,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2016","2016",332,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2017","2017",356,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2018","2018",254,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2019","2019",349,,
"ITD3","Veneto","14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","2020","2020",299,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2010","2010",1451,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2011","2011",1555,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2012","2012",1439,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2013","2013",1520,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2014","2014",1603,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2015","2015",1561,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2016","2016",1580,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2017","2017",1481,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2018","2018",1386,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2019","2019",1260,,
"ITD3","Veneto","14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","2020","2020",1308,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2010","2010",1650,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2011","2011",1656,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2012","2012",1744,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2013","2013",1615,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2014","2014",1664,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2015","2015",1925,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2016","2016",1855,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2017","2017",1826,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2018","2018",1890,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2019","2019",2056,,
"ITD3","Veneto","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2020","2020",2094,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2010","2010",14.3,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2011","2011",18.2,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2012","2012",15.4,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2013","2013",14.5,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2014","2014",18.3,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2015","2015",16.9,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2016","2016",15.9,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2017","2017",16,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2018","2018",13.2,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2019","2019",11.3,,
"ITD3","Veneto","14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","2020","2020",11.8,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2010","2010",48.6,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2011","2011",45.1,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2012","2012",51.8,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2013","2013",49.5,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2014","2014",43.7,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2015","2015",45.3,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2016","2016",47,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2017","2017",48.7,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2018","2018",53.3,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2019","2019",56.2,,
"ITD3","Veneto","14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","2020","2020",58.2,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2010","2010",4.3,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2011","2011",4.6,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2012","2012",3.3,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2013","2013",3.7,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2014","2014",4,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2015","2015",5.3,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2016","2016",4.3,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2017","2017",5,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2018","2018",3.2,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2019","2019",4.3,,
"ITD3","Veneto","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2020","2020",2.9,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2010","2010",11.3,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2011","2011",11.6,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2012","2012",13.5,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2013","2013",13,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2014","2014",12,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2015","2015",10.6,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2016","2016",14.6,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2017","2017",12,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2018","2018",16.4,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2019","2019",15.2,,
"ITD3","Veneto","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2020","2020",16,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2010","2010",378,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2011","2011",419,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2012","2012",378,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2013","2013",378,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2014","2014",369,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2015","2015",400,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2016","2016",393,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2017","2017",401,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2018","2018",337,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2019","2019",352,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2020","2020",354,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2010","2010",43.5,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2011","2011",39.2,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2012","2012",42.4,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2013","2013",41.5,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2014","2014",42.5,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2015","2015",41.2,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2016","2016",43.5,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2017","2017",42.3,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2018","2018",47.2,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2019","2019",45.4,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2020","2020",49.5,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2010","2010",5.9,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2011","2011",6.2,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2012","2012",7.1,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2013","2013",6.8,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2014","2014",6,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2015","2015",6.9,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2016","2016",5.4,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2017","2017",6.2,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2018","2018",6.2,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2019","2019",5.6,,
"ITD4","Friuli-Venezia Giulia","14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2020","2020",5.9,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2010","2010",3688,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2011","2011",3762,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2012","2012",3945,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2013","2013",4143,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2014","2014",4288,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2015","2015",4120,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2016","2016",4322,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2017","2017",4375,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2018","2018",4648,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2019","2019",4679,,
"ITE","Centro","14_WALLET_STRANGNM","poco","THV","valori in migliaia","2020","2020",4790,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2010","2010",5.7,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2011","2011",4,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2012","2012",5.1,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2013","2013",4.8,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2014","2014",3.6,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2015","2015",3.9,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2016","2016",3.8,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2017","2017",3.7,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2018","2018",4.1,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2019","2019",4,,
"ITE","Centro","14_WALLET_POLICNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2020","2020",3,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2010","2010",8.3,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2011","2011",8.4,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2012","2012",9.6,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2013","2013",8.5,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2014","2014",10.4,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2015","2015",8.8,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2016","2016",9.7,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2017","2017",9.6,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2018","2018",9.9,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2019","2019",11.7,,
"ITE","Centro","14_WALLET_STRANGQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2020","2020",11.9,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2010","2010",108,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2011","2011",78,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2012","2012",121,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2013","2013",125,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2014","2014",96,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2015","2015",95,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2016","2016",127,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2017","2017",118,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2018","2018",125,,
"ITE1","Toscana","14_WALLET_POLICNAL","per niente","THV","valori in migliaia","2019","2019",107,,
